DISTRICT NUMBER,DISTRICT NAME,YEAR,REPORT_CHARTER_STATUS,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,2018-2019 ADA,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,Charter Dummy,Traditional Dummy,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent Minority,Percent Econ. Disadvantaged,Percent LEP,Percent SPED
019905,NEW BOSTON ISD,2019,Traditional ISD/CSD,4573141,10525182,521149,945644,131979,0,0,16697095,16697095,1143.786,4,309,95,110,753,1,3,1275,1274,924,72.5,28,2.2,199,15.6,0,1,0.003137254901960784,0.24235294117647058,0.07450980392156863,0.5905882352941176,0.40941176470588236,0.7252747252747253,0.02197802197802198,0.15620094191522763
019906,REDWATER ISD,2019,Traditional ISD/CSD,2889656,7181240,512892,438654,166579,0,0,11189021,11189021,1047.487,10,42,39,29,1005,3,2,1130,1130,511,45.2,11,1,106,9.4,0,1,0.008849557522123894,0.037168141592920353,0.034513274336283185,0.8893805309734514,0.11061946902654868,0.452212389380531,0.009734513274336283,0.09380530973451327
019907,TEXARKANA ISD,2019,Traditional ISD/CSD,23455794,33975891,2666205,5165573,1028228,861474,1727768,67153165,68880933,6410.003,97,3193,1091,366,2400,23,4,7174,7167,4982,69.5,558,7.8,637,8.9,0,1,0.013521048229718427,0.4450794535823808,0.15207694452188458,0.3345413994981879,0.665458600501812,0.6951304590484163,0.07785684386772708,0.08887958699595368
019908,LIBERTY-EYLAU ISD,2019,Traditional ISD/CSD,6427059,15466592,616540,1119725,472110,7355040,0,31457066,31457066,2198.052,3,1299,153,173,817,15,5,2465,2465,1981,80.4,50,2,330,13.4,0,1,0.0012170385395537525,0.5269776876267749,0.06206896551724138,0.3314401622718053,0.6685598377281947,0.8036511156186612,0.02028397565922921,0.13387423935091278
019909,SIMMS ISD,2019,Traditional ISD/CSD,1308761,4183050,159037,5658,27634,1332312,1083182,7016452,8099634,482.772,4,1,19,13,476,4,0,517,516,294,57,3,0.6,76,14.7,0,1,0.007736943907156673,0.0019342359767891683,0.0367504835589942,0.9206963249516441,0.07930367504835589,0.5697674418604651,0.005813953488372093,0.14728682170542637
019910,MALTA ISD,2019,Traditional ISD/CSD,222700,1559983,27710,13710,61849,0,0,1885952,1885952,168.297,1,1,13,12,198,4,0,229,229,103,45,1,0.4,14,6.1,0,1,0.004366812227074236,0.004366812227074236,0.056768558951965066,0.8646288209606987,0.13537117903930132,0.4497816593886463,0.004366812227074236,0.0611353711790393
019911,RED LICK ISD,2019,Traditional ISD/CSD,2303886,1990954,328960,325401,10458,0,0,4959659,4959659,487.02,2,4,21,13,458,3,0,501,500,52,10.4,0,0,31,6.2,0,1,0.003992015968063872,0.007984031936127744,0.041916167664670656,0.9141716566866267,0.08582834331337326,0.104,0,0.062
019912,PLEASANT GROVE ISD,2019,Traditional ISD/CSD,9984149,7336022,1562706,3379040,68425,1056937,0,23387279,23387279,2018.655,64,360,168,96,1457,10,3,2158,2154,738,34.3,66,3.1,225,10.4,0,1,0.029657089898053754,0.16682113067655235,0.0778498609823911,0.67516218721038,0.32483781278962004,0.3426183844011142,0.03064066852367688,0.10445682451253482
019913,HUBBARD ISD,2019,Traditional ISD/CSD,224982,764869,22278,0,0,0,0,1012129,1012129,83.723,0,0,24,6,75,2,0,107,107,71,66.4,12,11.2,18,16.8,0,1,0,0,0.22429906542056074,0.7009345794392523,0.29906542056074764,0.6635514018691588,0.11214953271028037,0.16822429906542055
019914,LEARY ISD,2019,Traditional ISD/CSD,432734,637125,28255,0,0,0,0,1098114,1098114,93.84400000000001,0,4,9,9,97,0,0,119,119,93,78.2,0,0,16,13.4,0,1,0,0.03361344537815126,0.07563025210084033,0.8151260504201681,0.18487394957983194,0.7815126050420168,0,0.13445378151260504
020901,ALVIN ISD,2019,Traditional ISD/CSD,80993509,151946899,31676742,25030522,10729124,3631645,52288656,304008441,356297097,24338.853,2433,5490,10400,672,6822,106,22,25945,25732,13292,51.7,4201,16.3,2652,10.3,0,1,0.09377529389092311,0.21160146463673155,0.4008479475814222,0.26294083638465987,0.7370591636153402,0.51655526193067,0.16325975439141924,0.10306233483600187
020902,ANGLETON ISD,2019,Traditional ISD/CSD,29245050,28687875,3380410,11740261,253168,0,19945664,73306764,93252428,6306.481,30,705,3276,181,2476,95,4,6767,6720,4169,62,879,13.1,715,10.6,0,1,0.004433279148810403,0.10418205999704448,0.48411408305009607,0.3658933057484853,0.6341066942515147,0.6203869047619047,0.13080357142857144,0.10639880952380952
020904,DANBURY ISD,2019,Traditional ISD/CSD,3006152,4918294,645476,1122361,0,93371,0,9785654,9785654,756.05,6,5,154,20,614,2,0,801,799,307,38.4,31,3.9,51,6.4,0,1,0.00749063670411985,0.006242197253433208,0.19225967540574282,0.766541822721598,0.23345817727840198,0.38423028785982477,0.03879849812265332,0.06382978723404255
020905,BRAZOSPORT ISD,2019,Traditional ISD/CSD,103974246,13198792,15725685,32192764,151455,456420,339575,165699362,166038937,11362.449999999999,191,862,6991,319,3983,66,5,12417,12385,7642,61.7,1609,13,1091,8.8,0,1,0.015382137392284771,0.06942095514214383,0.5630184424579205,0.3207699122171217,0.6792300877828783,0.6170367379895034,0.12991522002422284,0.08809043197416229
020906,SWEENY ISD,2019,Traditional ISD/CSD,11668476,2470168,10309884,5086030,18667,194340,227817,29747565,29975382,1840.503,7,215,478,95,1177,5,1,1978,1978,1017,51.4,58,2.9,148,7.5,0,1,0.003538928210313448,0.10869565217391304,0.2416582406471183,0.5950455005055612,0.40495449949443885,0.5141557128412538,0.029322548028311426,0.07482305358948432
020907,COLUMBIA-BRAZORIA ISD,2019,Traditional ISD/CSD,13788139,12315338,725064,2922911,92955,369865,0,30214272,30214272,2807.599,12,266,914,101,1732,11,1,3037,3031,1535,50.6,212,7,292,9.6,0,1,0.003951267698386566,0.08758643398090221,0.30095488969377676,0.570299637800461,0.429700362199539,0.5064335202903332,0.06994391290003299,0.09633784229627186
020908,PEARLAND ISD,2019,Traditional ISD/CSD,81142499,91999725,12667519,27699702,928188,1137715,3792786,215575348,219368134,20618.053,2375,3199,7477,780,7679,72,24,21606,21526,6763,31.4,1945,9,2074,9.6,0,1,0.1099231694899565,0.14806072387299823,0.34606127927427566,0.3554105341108951,0.6445894658891049,0.31417820310322403,0.09035584874105733,0.09634860169097835
020910,DAMON ISD,2019,Traditional ISD/CSD,722535,1296419,460391,0,0,6384,0,2485729,2485729,130.48200000000003,0,2,88,6,60,0,0,156,156,141,90.4,31,19.9,29,18.6,0,1,0,0.01282051282051282,0.5641025641025641,0.38461538461538464,0.6153846153846154,0.9038461538461539,0.1987179487179487,0.1858974358974359
021803,BRAZOS SCHOOL FOR INQUIRY & CREATI,2019,Open Enrollment Charter,0,3211669,11636,0,0,13000,0,3236305,3236305,318.746,1,167,226,2,13,2,0,411,411,396,96.4,125,30.4,22,5.4,1,0,0.0024330900243309003,0.40632603406326034,0.5498783454987834,0.031630170316301706,0.9683698296836983,0.9635036496350365,0.30413625304136255,0.0535279805352798
021805,ARROW ACADEMY,2019,Open Enrollment Charter,0,6539179,78638,0,0,0,0,6617817,6617817,644.125,2,479,148,24,35,17,1,706,706,586,83,97,13.7,36,5.1,1,0,0.0028328611898017,0.6784702549575071,0.2096317280453258,0.049575070821529746,0.9504249291784702,0.830028328611898,0.13739376770538245,0.05099150141643059
021901,COLLEGE STATION ISD,2019,Traditional ISD/CSD,90983087,16323124,7917983,34182001,318276,24571,0,149749042,149749042,12718.054,1045,1787,3044,443,7154,52,15,13540,13453,4718,35.1,1138,8.5,1441,10.7,0,1,0.07717872968980798,0.13197932053175776,0.22481536189069423,0.5283604135893648,0.47163958641063514,0.3507024455511782,0.08459079759161525,0.107113654946852
021902,BRYAN ISD,2019,Traditional ISD/CSD,83696056,52781458,5227442,22783340,243748,185842,0,164917886,164917886,14768.263,56,2958,9304,309,3266,27,18,15938,15906,12222,76.8,4135,26,1634,10.3,0,1,0.003513615259129125,0.1855941774375706,0.5837620780524533,0.20491906136278076,0.7950809386372192,0.7683892870614862,0.2599647931598139,0.10272853011442223
022004,TERLINGUA CSD,2019,Traditional ISD/CSD,973028,844693,149957,0,0,4087,0,1971765,1971765,93.44800000000001,0,0,84,0,16,1,0,101,101,74,73.3,50,49.5,11,10.9,0,1,0,0,0.8316831683168316,0.15841584158415842,0.8415841584158416,0.7326732673267327,0.49504950495049505,0.10891089108910891
022901,ALPINE ISD,2019,Traditional ISD/CSD,6906022,3437022,1015622,370215,10534,750157,0,12489572,12489572,942.308,19,7,643,13,328,2,2,1014,1008,493,48.9,90,8.9,81,8,0,1,0.01873767258382643,0.006903353057199211,0.6341222879684418,0.3234714003944773,0.6765285996055227,0.48908730158730157,0.08928571428571429,0.08035714285714286
022902,MARATHON ISD,2019,Traditional ISD/CSD,1099996,467124,167018,0,0,12026,0,1746164,1746164,47.972,0,0,33,0,21,1,0,55,55,42,76.4,0,0,3,5.5,0,1,0,0,0.6,0.38181818181818183,0.6181818181818182,0.7636363636363637,0,0.05454545454545454
022903,SAN VICENTE ISD,2019,Traditional ISD/CSD,86011,656691,77533,0,0,0,0,820235,820235,11.399000000000001,0,0,5,2,6,0,0,13,13,2,15.4,0,0,0,0,0,1,0,0,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.15384615384615385,0,0
023902,SILVERTON ISD,2019,Traditional ISD/CSD,1254767,837385,87046,828017,0,102108,0,3109323,3109323,181.511,0,3,87,3,98,0,0,191,191,112,58.6,7,3.7,15,7.9,0,1,0,0.015706806282722512,0.45549738219895286,0.5130890052356021,0.4869109947643979,0.5863874345549738,0.03664921465968586,0.078534031413612565
024901,BROOKS COUNTY ISD,2019,Traditional ISD/CSD,6308698,8897853,317336,2011795,11772,865108,372000,18412562,18784562,1383.155,3,0,1541,0,22,2,0,1568,1564,1270,81.2,43,2.7,175,11.2,0,1,0.001913265306122449,0,0.982780612244898,0.01403061224489796,0.985969387755102,0.8120204603580563,0.027493606138107418,0.1118925831202046
025901,BANGS ISD,2019,Traditional ISD/CSD,3720942,4684933,267742,589476,18017,75000,0,9356110,9356110,830.4499999999999,3,16,233,24,621,3,2,902,898,522,58.1,19,2.1,86,9.6,0,1,0.0033259423503325942,0.017738359201773836,0.2583148558758315,0.688470066518847,0.311529933481153,0.5812917594654788,0.021158129175946547,0.0957683741648107
025902,BROWNWOOD ISD,2019,Traditional ISD/CSD,15323803,13375457,961571,2476848,63153,21750,0,32222582,32222582,3336.074,27,161,1482,145,1830,10,0,3655,3651,2331,63.8,101,2.8,374,10.2,0,1,0.007387140902872777,0.04404924760601915,0.4054719562243502,0.5006839945280438,0.4993160054719562,0.6384552177485621,0.02766365379348124,0.10243768830457409
025904,BLANKET ISD,2019,Traditional ISD/CSD,649994,1265486,117633,80947,15579,89000,0,2218639,2218639,159.899,0,1,54,0,112,0,0,167,167,95,56.9,4,2.4,21,12.6,0,1,0,0.005988023952095809,0.32335329341317365,0.6706586826347305,0.32934131736526945,0.5688622754491018,0.023952095808383235,0.12574850299401197
025905,MAY ISD,2019,Traditional ISD/CSD,1700714,1053612,131499,421814,12457,44000,0,3364096,3364096,247.471,0,5,55,6,199,0,1,266,266,185,69.5,6,2.3,25,9.4,0,1,0,0.018796992481203006,0.20676691729323307,0.7481203007518797,0.2518796992481203,0.6954887218045113,0.022556390977443608,0.09398496240601503
025906,ZEPHYR ISD,2019,Traditional ISD/CSD,555456,1759255,112663,149646,145887,468609,0,3191516,3191516,199.577,0,1,30,10,177,0,0,218,217,134,61.8,0,0,19,8.8,0,1,0,0.0045871559633027525,0.13761467889908258,0.8119266055045872,0.18807339449541285,0.6175115207373272,0,0.08755760368663594
